sample	TCGA-ZS-A9CG-01
UBAP2	8.5091
TXLNG	6.5047
NUP160	9.9325
ELTD1	9.273
N4BP3	5.2744
CRYM	9.0708
TMEM163	4.6825
TMEM165	9.3401
SULT1A3	9.1271
ME2	8.2544
EVI2A	6.2295
SERPINA5	13.5477
EVI2B	6.3313
FOXN1	0.0
FOXN2	8.2016
FOXN3	11.2174
SUGT1P1	1.6119
FAM27A	2.3542
NICN1	9.0378
WDR1	12.1013
UGT1A5	8.006
COL14A1	6.6397
ZNF799	7.0734
GRIN2B	0.0
GRIN2C	2.1465
GNA14	6.0015
GNA15	5.5734
GNA12	10.0331
GNA13	10.5777
GRIN2D	3.2057
GNA11	8.3814
NOL9	6.9103
PRKAR1A	12.6842
IFFO1	8.942
ZFP64	8.2544
IFFO2	9.2242
PRKAR1B	6.0321
MFGE8	10.8964
SH2B1	9.908
KLK5	0.0
IL6ST	10.6497
SBF1	9.4755
SBF2	9.7696
SERPINA7	11.6322
PCNT	8.5909
SAR1A	11.4266
DBN1	7.5184
SAR1B	10.4379
TPPP	6.6885
ADD2	1.2455
SNORD127	0.0
OGDH	11.6225
SIN3A	10.1716
ADD1	12.0174
CDC73	9.6195
C11orf35	8.4638
C11orf34	0.0
C11orf36	0.0
C11orf31	10.5634
C11orf30	7.0952
R3HDM1	8.3903
OLIG3	0.0
SEMG1	0.0
UPP1	8.1008
SEMG2	0.0
LOC284276	0.0
ZNF418	4.1254
EN2	1.2455
LOC100134713	3.7391
LMBRD2	6.4492
ANKRD20B	1.6119
OLIG1	0.7532
ZFP62	7.7702
RPL13AP20	4.7205
DAZL	0.0
DAZ3	0.0
DAZ2	0.0
DAZ1	1.2455
TAS2R19	0.0
DAZ4	0.0
SRFBP1	7.2199
TAS2R16	0.0
TAS2R10	1.6119
BCAT2	7.4857
BCAT1	6.7903
LOC283267	7.4179
NEUROG3	0.0
MACROD2	6.3189
MACROD1	10.5371
NEUROG2	0.0
MYH7B	5.5734
GBA2	10.1232
AKAP4	0.0
AKAP5	4.4758
AKAP6	7.1795
AKAP7	10.1785
DBNL	10.1716
AKAP1	10.4766
AKAP2	9.1657
AKAP3	4.9297
ORC1L	4.8633
C1orf135	3.5811
PIPOX	13.2774
AKAP8	9.1232
AKAP9	9.6333
EIF2A	10.4959
ZNF416	5.7854
PPIP5K1	7.8148
CYP26A1	6.6692
CCDC117	11.1371
PSTK	6.3313
SNORD124	0.0
WSCD1	4.1254
TUBE1	7.9329
PHPT1	10.6735
SMC1A	10.5887
RLF	8.3178
NFU1	8.9033
TMEM170B	8.2801
RRP1B	9.2026
NOVA2	5.6143
NOVA1	1.9038
LOC255167	10.1148
KLHL34	0.7532
HSP90B1	14.4544
MCF2L	9.0038
SMC1B	2.9736
KRR1	9.0302
TMEM132E	1.6119
FAM64A	1.6119
TMEM132A	7.3649
LOC100130015	7.7448
PEG10	3.0944
SPATA16	0.0
OVGP1	5.3968
STRN	6.4827
TAS1R3	1.6119
TTTY17A	0.0
CETN3	7.667
CETN2	10.7082
CETN1	0.0
CCL28	4.4758
SNORD115-5	0.0
FAM92A1	8.7715
DIO1	12.817
DIO2	7.6474
DIO3	4.2861
CCL21	6.9746
CCL20	3.4961
CCL23	1.6119
CCL22	2.6969
CCL25	0.0
CCL24	3.3091
CCL27	0.0
CCL26	1.9038
ALPK1	7.6911
SLC23A1	10.2549
ALPK3	7.3709
ALPK2	10.4047
TRIOBP	10.4492
C8orf48	1.2455
C8orf47	2.5357
C8orf46	6.5155
C8orf45	5.5312
C8orf44	4.94
PHRF1	10.2468
C8orf42	7.8148
C8orf41	6.8424
C8orf40	9.5644
CDC45	4.8289
CUX2	12.1302
SNORA14A	0.0
FAM70A	3.9445
SNORD80	0.0
FAM70B	5.1684
BRF2	7.592
UBE2L6	10.5951
BRF1	9.503
FSIP1	0.0
DNAJC8	10.4703
DNAJC9	8.2608
MB	4.2345
DNAJC4	9.2053
DNAJC5	10.0787
DNAJC6	4.9931
DNAJC7	10.5585
DNAJC1	10.3519
DNAJC2	9.0059
DNAJC3	11.2856
CYP4F12	10.8744
ZNF701	3.8099
NTRK1	1.2455
GOSR2	9.5513
SLC18A2	2.1465
PTPRVP	2.3542
GOSR1	9.8297
SLCO6A1	0.0
RRP15	8.8846
CCDC97	9.7527
RALBP1	10.2247
NRN1	6.0015
TMEM179	0.0
MAP3K6	8.6338
TRIM49	0.0
SSB	10.5796
RAP1B	10.6355
RAP1A	10.1742
PPP1R8	9.5394
ZNF831	2.3542
TRIM46	0.7532
ZNF833	3.8788
SNORA68	0.0
MAP3K4	8.3301
ZNF837	6.6397
TRIM47	8.8825
NCRNA00219	8.2673
SNORA65	0.0
SNORA66	0.0
SLC23A2	13.2431
LOC643677	1.9038
SNORA61	0.0
SNORA62	0.0
IPO11	8.4488
MTNR1A	0.7532
ZNF410	8.9685
FAM91A1	10.8596
MTCP1NB	9.6666
HPYR1	0.7532
TPSG1	2.8419
TRIM43	0.7532
ATOH7	3.9445
ACAT1	12.4536
ACAT2	10.1894
ZNF573	3.5811
ATOH1	0.0
RNF152	6.8168
CD200R1	2.5357
LIMD1	10.5414
RNF151	0.0
RNF157	8.5143
ATOH8	11.1279
PMEPA1	5.986
PEX1	8.8762
TMEM177	9.1018
MARVELD3	6.0821
CTF1	2.6969
MECP2	10.0284
PEX3	8.5145
PCDHGA5	2.1465
LDLR	12.7095
PEX2	11.0272
IFITM4P	0.0
TRPV4	2.6969
RARRES2	14.9131
TRIM8	11.0545
TSPY3	0.0
LOC643719	2.6969
TSPY1	0.0
OR8S1	0.0
IL2RA	4.2345
IL2RB	5.5097
TRPV6	0.0
RAB33A	1.6119
PEX7	7.5452
TAS2R8	0.0
IL2RG	6.8601
CP110	7.9569
NUP210	8.9258
SLC17A6	0.0
SLC17A7	3.2057
SLC17A1	9.9456
SLC17A2	11.1615
SLC17A3	9.658
MDH1B	2.1465
C16orf58	12.1427
C16orf59	5.1123
SETDB2	7.7428
RARRES3	10.1509
C16orf52	9.5967
CDK5RAP3	11.7841
CDK5RAP1	8.9934
C16orf57	8.4817
C16orf54	3.2057
C16orf55	6.5047
NUDT16L1	9.303
KIAA0319L	10.9423
MYF5	0.0
ITCH	10.1733
ZNF207	10.4647
CCDC144B	0.7532
CCDC144C	0.7532
CHMP4B	10.7842
CCDC144A	0.7532
BAX	9.5787
TSPY2	0.0
BAD	9.7554
IARS	10.095
BHMT2	13.5285
PRKCDBP	5.4201
COBLL1	12.4112
SLC37A2	6.1057
OR52L1	0.0
CDK18	8.4253
CDK19	7.9713
GFI1B	0.7532
MYOD1	0.7532
PMPCA	11.5649
TOB2	10.981
CDK12	9.3371
CDK13	9.3643
CDK10	10.8037
SRRT	9.8199
CDK16	9.2841
CDK17	8.6561
CDK14	9.7934
CDK15	0.7532
GPR126	7.9001
LOC283856	4.6825
GPR124	6.6097
GPR125	9.7284
GZF1	8.6438
GPR123	0.0
GPR120	0.0
SNORA74A	0.7532
ATP6V1B1	0.7532
ATP6V1B2	9.9365
AASDH	7.5076
PIP5KL1	0.7532
GPR128	4.8968
LOC723972	3.4961
MTA3	8.6363
SNORD56B	0.0
VIPAR	9.0279
STL	2.3753
KCNAB1	5.3968
ZNF304	7.1519
BFSP2	0.7532
ZNF302	8.7692
BFSP1	4.1809
P2RY8	8.4195
TP53TG5	0.0
KCNAB3	1.6119
STS	8.0717
MMP25	5.1864
MMP24	10.3421
MMP27	0.0
KCNAB2	5.986
MMP21	1.2455
MMP20	0.7532
MTERFD1	9.7687
HOXB13	0.0
ZC3H13	10.6509
RPL15	14.1439
TFG	11.7201
HVCN1	4.3359
FBXO17	8.8614
TOMM34	9.3778
PIH1D1	10.1895
RND1	8.0193
RND2	1.6119
RND3	10.7153
NCL	13.1715
SPATA24	5.3246
CTNNBIP1	10.5136
PPP3CA	8.7278
PPP3CB	9.1924
PPP3CC	7.2902
SNORD78	0.0
ZNF821	7.1981
LIF	4.1254
KIAA1549	10.5926
KIAA1012	9.7912
?|100133144	0.0
NCF1	5.3491
KIAA1543	9.699
LRRC41	10.6429
LRRC40	8.4224
LRRC43	0.0
LRRC42	8.872
LRRC45	10.129
MMP23B	4.8633
LRRC47	10.5861
HDAC10	10.5057
LRRC49	3.2057
LRRC48	4.7575
GPATCH4	9.2226
PRR21	0.0
B3GNT4	1.9038
B3GNT5	7.8581
B3GNT6	0.0
B3GNT7	5.4201
FNDC8	2.9736
B3GNT1	10.2638
B3GNT2	7.3407
B3GNT3	4.6435
FNDC4	10.3489
FNDC5	7.2656
FNDC7	0.0
B3GNT8	4.3359
B3GNT9	4.3611
ADRA2B	7.0134
ADRA2C	9.1267
MRPL46	10.6601
SEC63	11.3449
PWWP2B	7.8192
PWWP2A	7.7382
FGFR1	8.5091
STAT4	4.384
PCYT1A	8.3515
PBRM1	9.132
DAAM1	9.8524
DAAM2	9.2838
HLA-DRB1	10.6155
HLA-DRB6	7.9879
XAF1	9.1565
PWP2	9.2308
HLA-DRB5	8.5333
CCDC152	10.1474
CCDC153	2.9736
CCDC150	4.8289
CCDC151	3.4961
GUK1	12.632
CCDC157	4.725
CCDC154	1.9038
CCDC155	0.0
CCDC158	5.3968
CCDC159	8.8529
SNX21	8.2091
H1FNT	0.0
TMCO5A	0.0
SYT8	0.7532
SYT9	3.8788
LRRC4C	1.6119
LRRC4B	3.9445
MTCH2	11.8077
FN1	16.8177
ATP5J	12.097
SYT1	1.2455
SYT2	1.9038
OR6T1	0.0
SYT4	0.7532
SYT5	0.7532
SYT6	0.7532
SYT7	9.7912
SYK	6.1057
MYCNOS	0.7532
RHO	0.7532
PRAMEF17	0.0
OBFC2B	9.0354
KAZ	5.2634
OBFC2A	7.2396
MEP1A	0.7532
MEP1B	0.7532
TASP1	6.4937
TG	7.5972
SNORD113-7	0.0
KISS1R	0.0
PER3	7.9649
FUBP3	10.3214
ATP5L	11.8005
LOC100133331	6.5662
COLQ	5.1684
SLC9A3R2	11.7339
SCHIP1	7.7702
SPZ1	0.0
FLJ16779	0.0
FAM189A2	3.0944
FAM189A1	3.4056
ZFYVE19	9.6762
MARCO	3.3091
SAP30	7.0511
TRIM5	8.4771
HFE	7.2656
TCP11L2	5.8033
NES	9.6195
CNTROB	8.5091
PALMD	9.2059
HSFX1	0.0
SNORD96A	0.0
ANGPT2	7.953
ANGPT1	4.7936
ANGPT4	0.0
TRIM4	10.0914
LOC100130274	0.0
PRSS22	0.0
MRPL45	10.0995
PALM2	7.2812
OXT	0.0
DUPD1	0.0
ZFPM2	3.6615
SEPT10	10.6601
C1orf53	7.7054
C1orf52	7.6375
C1orf51	8.3665
C1orf50	7.7242
C1orf57	9.7945
C1orf56	8.8254
C1orf55	9.7296
C1orf54	5.8724
MPZL2	9.2825
C1orf59	3.0944
C1orf58	7.5342
SSTR5	0.0
LOC647979	12.914
LOC151300	0.0
ICMT	9.5017
TRIM7	4.5621
NIPA1	7.1727
TBK1	9.0448
LAG3	3.5811
RGP1	6.6478
FCF1	9.3882
MPZL1	10.2606
ATP6V0A4	0.7532
ATP6V0A1	11.3154
ATP6V0A2	7.9845
GPR98	8.3991
GPR97	3.9445
SLC22A15	0.0
?|90288	8.7394
GUCA1A	0.0
GUCA1C	0.0
GUCA1B	2.6969
KRT75	0.0
KRT74	0.0
KRT77	0.0
KRT76	0.0
KRT71	0.0
C17orf108	7.8192
KRT72	2.6969
C17orf106	9.0905
C17orf107	7.3944
C17orf104	2.8419
C17orf105	0.7532
C17orf102	0.7532
C17orf103	9.331
C17orf100	6.12
C17orf101	9.4388
UNC13A	2.1465
SMPD4	10.0528
ATR	7.9247
ADAM33	2.5357
ACOXL	1.6119
SMPD2	6.6097
BRIP1	3.3091
PDE11A	8.3301
ITGBL1	5.8033
ZDHHC3	9.8893
ZNF571	5.2997
NKX6-3	0.0
ATP5A1	13.3922
HFE2	13.8084
SASH3	5.8554
RAB30	7.066
TTC28	8.776
AAMP	11.2212
LRRFIP1	11.1753
TTC24	0.0
TTC25	4.0675
TTC26	4.0675
DOT1L	9.1548
FUNDC2P2	2.8419
FLJ46111	2.5357
TTC22	4.4307
LOC402644	0.0
ZNF572	6.1894
TCL1B	0.0
CARS	9.5539
PODXL2	1.6119
IL6R	11.1893
ENO1	13.8122
ENO2	4.8633
ENO3	8.4137
TRAM2	9.9284
MGC16025	0.0
PER4	0.0
SYCP2	1.2455
NPAT	7.7054
TAOK2	10.5129
SYCP1	0.0
CNOT6L	10.4192
NDUFS1	11.2939
LLGL2	9.9018
SLC22A18	11.2108
ADAM3A	0.0
ACOX2	11.635
ACOX3	8.7917
SLC22A14	0.0
ACOX1	13.0243
SLC22A12	8.0039
SLC22A13	0.0
SLC22A10	5.2486
SLC22A11	9.6018
SSTR4	0.0
NSMCE1	10.6868
LOC728613	6.2426
CFD	6.0321
OBSCN	3.9445
PFDN1	9.5354
PTK2	11.5161
PTK7	4.1809
PTK6	6.5476
RABGAP1	9.3356
SNORD119	0.0
PRKAA2	9.6107
PRKAA1	10.326
ITGB3BP	7.3223
PFDN2	10.1465
CELF4	1.2455
CYB5B	11.1208
GAL3ST1	7.0807
POMP	10.7496
GAL3ST3	0.0
GAL3ST2	1.6119
GAL3ST4	2.8419
LRRC14B	0.0
SCARA3	8.1779
TRPC4	1.2455
XPA	8.2512
IL18RAP	3.7376
IL17RD	2.8419
ATG16L1	9.3613
ATG16L2	8.161
C4orf50	0.0
C4orf51	0.0
C4orf52	8.948
C3orf30	0.0
ARHGDIB	9.3371
C3orf36	1.9038
C3orf35	1.9038
C3orf34	4.2345
NANP	7.1931
C3orf39	8.042
C3orf38	8.0116
USH1G	0.0
IL17REL	0.0
MATN1	1.3693
MATN3	4.1254
MATN2	9.2455
MATN4	0.0
PCGEM1	0.0
WNT9A	0.0
ENDOG	8.8943
STIL	4.9297
C12orf12	0.0
PDSS2	9.8416
C15orf62	5.8724
C15orf63	10.665
CES3	11.0082
CES2	14.3616
EBF3	4.1254
EBF2	2.3542
EBF1	4.9931
KBTBD10	2.7799
FFAR2	2.8419
CES8	8.3332
LMNA	12.6851
FFAR1	0.0
BDH2	9.8997
ENDOU	1.2455
BDH1	12.6564
DDX23	10.8004
DDX21	10.3214
DDX20	7.8453
DDX27	9.6157
ZNF157	0.0
DDX25	2.1465
DDX24	11.8706
ERBB2	10.0122
HLA-DMB	8.5492
DDX28	9.0448
UNC13D	6.1482
TSNAX	10.2501
OTC	12.4539
ZNF90	6.6789
RPL32P3	6.6078
ZNF92	6.6097
ZNF578	1.2455
UNC13B	11.3119
ZNF98	0.0
ZNF99	0.0
PI4KAP1	6.9347
UNC13C	0.0
FLVCR2	10.169
FBXO18	9.9049
DCTD	10.3663
RAET1E	1.2455
UBE2J1	9.9385
FKBP10	6.7992
FKBP11	9.2209
TBX21	3.8099
FAM3A	11.5114
C12orf10	9.5179
FAM3C	9.908
FAM3D	0.7532
C20orf12	4.1254
C20orf11	10.5115
FBXO15	2.6969
SNORD94	0.0
PCK1	14.7582
VPS16	9.9395
PDPN	1.9038
GGPS1	9.6894
SFTA3	0.0
SFTA2	0.0
HBII-52-46	0.0
HBII-52-45	0.0
WSCD2	0.7532
NACA2	6.6198
C9orf169	4.6431
PROX1	10.5257
CNGB1	0.0
C9orf163	3.3091
CNGB3	0.0
FAM153C	0.0
SNORD47	0.0
C9orf167	5.5524
PARD6A	4.8633
CLK2P	3.9445
PLA2G6	8.9914
PLA2G7	6.3796
MARCKS	8.5386
PLA2G3	1.6119
CCDC76	7.442
CCDC77	6.4604
CCDC75	4.7205
CCDC72	10.6898
CCDC73	4.9028
CCDC70	1.996
CCDC71	8.8867
OR2G3	0.0
FPR1	5.3491
FPR2	1.9038
FPR3	6.5476
OR2G6	0.0
CCDC78	2.5357
CGRRF1	7.2784
TMEM109	11.5776
TMEM108	1.9038
HIST3H2BB	0.0
PRAC	0.0
HOPX	4.0073
SPARCL1	14.8342
SNORD4B	0.0
SNORD4A	0.0
FOXH1	1.494
TMEM107	6.6298
LOC285780	1.2455
TMEM105	5.9222
PRG3	0.0
SMPDL3B	2.6969
VSTM1	0.0
GHITM	13.3457
LOC100127888	0.0
TRANK1	8.6288
LOC650293	0.0
CSHL1	0.0
NPPC	0.0
SPEN	10.4322
OSGIN2	8.3844
SYT3	0.0
FKBP1B	4.2345
FKBP1A	11.245
SLAIN2	9.7249
MANEAL	9.1874
SARS	11.194
STAT6	12.112
ZFYVE26	8.7208
STOML2	11.083
STOML1	8.938
PIP5K1P1	1.6119
FBLIM1	7.272
RPN1	13.1496
FAM10A4	9.5433
TRPT1	8.4339
DAXX	10.0722
CDC16	9.7923
KIAA1486	1.2455
AHNAK	13.32
NT5E	9.8438
TMEM40	0.0
LOC340017	0.0
ZNF431	2.3542
LGALS9C	2.6969
LGALS9B	0.0
UNC50	9.0927
NKAIN4	1.6119
NKAIN3	0.0
NKAIN2	1.2455
LOC284788	1.9038
MAP1A	4.6825
MAP1B	7.8453
TMEM200C	0.7532
IGSF9B	1.2455
PDCL3	7.9767
LBX2	8.2991
UNC5C	1.6119
VGF	1.2455
LBX1	0.7532
UNC5D	1.2455
CCM2	10.5068
TBC1D4	9.6543
MAP1S	9.0727
FRMD8	9.7331
ZNF430	2.6969
ZSCAN5A	5.443
IMMP1L	6.2291
FRMD5	0.0
FRMD6	7.6124
FRMD7	1.2455
PLCD4	5.0239
FRMD1	0.0
PKNOX2	2.3542
FRMD3	8.1608
SNRPF	8.9177
TMEM200B	8.644
DSCR9	2.1465
CYorf15B	7.2527
CYorf15A	8.528
GNAS	13.7227
MED13L	9.3896
DSCR4	0.0
DSCR6	0.7532
PTCD2	7.8751
PTCD3	10.319
DSCR3	9.9131
PTCD1	9.0217
PDE7A	7.1096
ZNF433	5.7119
SIX5	9.7945
GNAL	6.3796
HLTF	9.3926
AGFG2	11.7637
AGFG1	10.0045
DPF2	9.542
DPF3	4.5196
DPF1	0.0
ASNA1	10.6255
RPS12	14.0524
SAGE1	0.0
WNT16	1.2455
CRYGS	3.4056
RPL18A	11.212
SIX1	3.3091
KRT3	0.0
KRT2	0.0
KRT1	2.5357
OR2F1	0.0
FST	11.1693
SIX2	1.2455
CRYGN	0.0
KRT4	0.0
CLEC18A	1.6119
CRYGA	0.0
CEND1	0.0
CRYGC	0.0
DACT1	3.7376
DACT3	3.3091
DACT2	8.4137
VPS45	9.5877
SPRR2F	0.0
VPS41	10.5331
BCAP29	9.632
SLC15A4	8.1151
TMCC1	10.8922
TMCC2	3.4056
ECT2L	2.8419
MGC23284	6.7075
SDR42E1	6.3189
PP14571	1.2455
TAS2R30	0.0
TAS2R31	0.0
NMNAT2	4.1254
LOC147804	6.6496
NMNAT1	8.6536
ALOX12B	0.7532
FOXG1	0.0
TAS2R38	0.0
TAS2R39	0.0
EPB41L1	8.0606
NAA16	6.8601
EPB41L3	5.5097
EPB41L2	8.5545
EPB41L5	9.4713
ACSS3	12.6827
ACSS2	11.4547
ACSS1	7.1239
KIDINS220	9.8034
TMEM156	2.6969
PLEKHM1	8.8929
PLEKHM2	10.15
FLJ43860	0.0
RHOXF1	2.8419
VPS4B	8.816
ZNF727	0.0
GMEB2	9.1443
FAM72D	3.4961
SLC43A3	9.4332
FAM72B	3.8099
FAM72A	1.2455
OR5C1	0.0
DCAF13	10.4269
DFNA5	6.9347
MAGEH1	9.4403
VHL	8.5624
WNT3	6.1057
WNT2	1.6119
FIZ1	7.9728
LRRN4	7.0286
AGXT	14.1371
CNTNAP3	7.4237
LRRN1	0.0
PMS2L11	3.4961
PPP1R15A	10.3221
TREML3	0.0
CNTNAP2	9.2109
BLMH	9.6308
TREML4	0.0
ST8SIA6	0.7532
CNTNAP5	0.0
MOGS	10.6735
CNTNAP4	0.0
SNORA46	0.0
RECK	6.9588
SNORA44	0.0
DHDPSL	10.8945
SNORA42	0.0
SNORA40	0.0
MRPL37	12.0413
GPRIN2	1.6119
GPRIN3	3.7376
GPRIN1	6.1057
ROGDI	9.314
MRPL34	10.8969
NCRNA00235	1.9038
SNORA49	0.0
SNORD116-24	0.0
SNORD116-25	0.0
HIST2H2BA	2.6969
MRPL35	9.6119
RUNX1T1	1.2455
HIST2H2BF	4.8289
FLJ46321	0.0
SNORD116-23	0.0
ZNF813	2.3542
SPTBN5	2.8419
SPTBN4	3.9445
SNORD116-28	1.4799
SNORD116-29	0.0
SPTBN1	14.1052
ZNF814	7.3146
KLF13	11.3972
KLF12	10.0805
KLF11	10.4336
EBAG9	10.8425
KLF17	0.0
KLF16	8.8006
KLF15	12.4729
KLF14	0.0
TFAP2A	1.2455
RBMY1B	0.0
TFAP2C	0.7532
TFAP2B	0.0
TFAP2E	2.3542
RBMY1F	0.0
KRTDAP	0.0
MCCD1	0.0
C4orf14	9.0411
GBE1	11.1723
TYRP1	0.0
OR51T1	0.0
PCNA	10.2089
SLC44A1	9.6432
SLC44A2	9.2778
C4orf17	1.6119
EIF3E	13.7403
SLC44A5	2.5357
ZBTB7C	5.9222
ZBTB7B	11.2958
LOC144776	0.0
MSI1	1.6119
C4orf11	0.0
MCCC2	12.1822
C4orf12	3.4056
PCNX	9.9305
MRPL39	9.2109
LOC92659	5.6541
HDAC1	10.4814
ENGASE	9.546
ZMYND8	9.3955
THBS1	10.7235
OR2L13	0.0
FAM149A	9.0411
FAM69B	8.1605
RPA4	1.6119
RPA1	9.9456
KLK2	3.2057
RPA3	9.0146
ANKFN1	10.1422
TENC1	11.7617
CXorf40A	9.5761
CXorf40B	9.4101
KLK3	1.9038
COQ9	10.7741
NDUFS5	11.2066
NDUFS6	10.5926
NDUFS7	11.5115
C1S	15.5258
C1R	14.4658
COQ7	8.4195
COQ6	9.547
SLC9A3R1	12.4285
COQ3	7.1519
COQ2	6.8256
FAM198A	4.5196
NEK7	10.5277
FAM198B	9.5407
ZRANB1	10.3752
KLK6	0.0
ZRANB3	6.294
ZRANB2	9.6115
TTC7B	9.8545
HBD	1.9038
LOC100271722	5.1684
FAM132A	1.9038
ZFAND2A	9.9466
HBB	9.2472
CHMP2B	9.3417
PCDHGB2	8.0746
MUC20	6.12
BOK	13.0709
PCDHGB7	3.8099
ATP9B	7.6911
ATP9A	9.9141
HBZ	0.0
LIPT2	5.4138
ZNF828	8.3178
BOC	5.8892
SLC22A3	14.3647
RREB1	10.4738
DENND2C	4.6102
TPX2	5.9384
DENND2A	5.1956
LOC100133920	1.6119
DENND2D	5.9058
GAGE1	0.0
OR52J3	0.0
PPT2	8.708
GAGE4	0.0
INPP4A	7.0952
GPR101	0.0
LOC145474	0.0
MICAL3	10.3175
PHC1	7.4979
PHC3	9.1634
GPR107	10.6186
GPR108	10.9653
MFAP3L	9.9665
THOC4	8.7624
UBE2G2	10.4436
SYPL1	11.2434
STAT3	12.5116
UBE2G1	9.7493
SCNN1G	0.0
SAFB	10.7176
GRXCR1	0.0
GRXCR2	0.0
ZNF366	3.9445
RAX2	0.0
PRF1	7.1024
MGMT	10.797
SLC35E2	3.9502
WSB2	10.4235
TRNP1	5.1406
H2AFV	11.2315
LOC400804	1.9038
OR2A25	0.0
ZNF335	8.578
H2AFX	8.6288
H2AFY	10.6038
H2AFZ	10.3856
TMCO2	0.7532
TMEM189-UBE2V1	0.0
RNF8	7.9125
RFX5	9.0392
RNF6	9.043
RNF7	10.0113
RNF4	10.4018
RNF5	10.8691
RNF2	7.9649
APP	12.3905
H2AFJ	11.8722
RYBP	9.6978
PRSS1	0.0
NCAPG2	6.5581
SNORA71D	0.0
PSMA4	10.8964
NRXN2	9.3688
CSN1S2A	0.0
SRGN	10.3074
LRRC69	2.3542
KC6	0.0
CLTA	11.1936
BPY2	0.0
CLTC	12.6318
CLTB	10.305
TMEM159	4.7936
RRAGA	11.381
LRRC61	8.8635
TNS3	12.3585
LRRC67	0.0
ADRBK1	10.2147
ADRBK2	11.8552
DPEP3	0.7532
STAMBPL1	7.3161
C7orf36	6.1482
C7orf34	0.0
C7orf33	0.7532
C7orf31	4.9931
C7orf30	9.184
PAIP2B	8.2577
DEFB121	0.0
TNK1	7.2656
RRAGB	8.5226
LHFP	7.4912
ZNF829	3.2057
USP27X	7.5184
PCOLCE	6.5579
TFAP2D	0.0
GPR50	0.0
PRSS3	0.0
EPM2A	7.3589
ISCA1	10.1526
RNF103	11.4301
ISCA2	8.4982
FAM118A	7.0734
UBE2NL	1.2455
FAM118B	7.4179
LMX1A	0.7532
ZCCHC24	10.3329
LMX1B	0.0
TMEM178	6.12
OR6V1	0.0
PPIG	9.7833
RECQL	9.0498
CD300C	2.9736
SRPRB	11.0762
SHC2	11.7289
MAP7D3	6.7813
ETV3L	0.7532
H3F3A	12.6081
SIK3	9.5592
IL23R	2.1465
MAP7D1	9.4797
INTS4L1	2.6969
POU4F3	1.2455
KCP	2.8488
PRKRIR	8.8443
ACTR8	8.4537
BAIAP3	8.7424
ACTR6	8.4166
ACTR5	8.1293
UQCRC1	13.6218
ACTR3	10.7484
ACTR2	11.5462
PAQR9	8.0001
FOXP2	4.4758
WBSCR26	1.6119
EOMES	2.6969
YY1	10.0132
VAX2	0.7532
PTGFRN	9.3718
RECQL4	7.1863
TUSC5	0.0
KRT84	0.0
GGT5	7.6959
WBSCR28	0.0
GNRHR	1.6119
LYSMD2	8.0827
KIAA0748	2.1465
PDE3B	9.6444
SPINK13	0.0
NDP	0.0
HYDIN	5.7306
CNR1	4.8289
GBX2	0.0
GBX1	0.0
CNR2	0.0
SNORD115-8	0.0
GNL3L	8.1745
POLDIP3	10.5906
POLDIP2	12.7224
ZNF57	5.8554
GP1BA	2.8126
RASA1	8.608
CBARA1	11.7793
TTC39C	9.0504
FNDC1	3.3091
GTDC1	7.2974
TTF1	7.1096
ALDH18A1	10.1254
RASA3	6.3065
TUFT1	8.528
SLC25A10	11.8978
TIAF1	9.6895
ICOS	1.9038
HHEX	10.4918
ACTN2	11.1585
RABEP1	9.6551
PTPRU	9.2569
SAA2	10.3527
H2BFWT	0.0
PTPRT	2.8419
SAA1	11.9192
ZXDB	7.9001
ANKS1B	7.8496
C1orf74	6.4604
C1orf77	10.3428
ANKS1A	9.446
C1orf70	1.2455
OR5V1	0.0
PTPRR	1.2455
TSTA3	11.6282
SLAIN1	2.5357
SPERT	0.0
LOC285359	5.594
ACTRT1	0.0
ACTRT2	0.0
TINF2	9.8831
GNRH2	0.0
NKX3-2	2.3542
NKX3-1	5.8209
GNRH1	1.6119
NAP1L5	6.6397
ZIM3	0.0
RPL12	13.7153
VHLL	0.0
ZNF597	4.384
ZNF816A	2.3542
MDGA2	1.2455
SPRR1B	0.0
NDUFA7	10.2304
ADAM10	9.3279
ADAM11	2.6969
ADAM12	1.2455
ADAM15	10.8421
ADAM17	7.2462
ADAM18	0.0
ADAM19	7.4802
PPP1R2P1	1.9038
WDSUB1	6.7449
CPNE9	0.7532
CPNE8	8.2864
TYW1	8.6313
PTPRF	13.0233
CPNE3	12.3811
CPNE2	8.3116
CPNE1	10.6748
MIF4GD	8.7621
CPNE7	6.6496
CPNE6	1.9038
CPNE5	4.6825
CPNE4	0.0
WNT8A	0.0
TNFRSF11B	9.6567
SFRS14	8.9054
SGCZ	0.0
GDEP	0.0
GLYAT	12.9806
TRIT1	8.4761
SFRS12	9.3628
DNMT3B	4.5621
OPALIN	0.0
DNMT3A	8.6313
SFRS11	10.237
FLJ45445	5.7854
ZNF121	5.6344
RBM10	10.0547
XRN2	11.1172
DNMT3L	3.8788
RABEPK	11.1141
UPK3BL	4.535
LOC729609	0.0
AAK1	9.2226
SNRPN	10.7304
GDE1	10.2638
SNRPB	11.0091
SNRPC	10.2814
SNRPA	10.0759
SHANK3	10.3602
OR2B2	0.0
SHANK1	1.6119
SNRPE	9.8588
PBX4	1.2455
KLC4	11.3037
OR2B3	0.0
ZNF554	6.7992
